Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,cancelled_Rides_by_Customer,cancelled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
01-07-2026 23:26,11:26:37 PM,CNR3419930656,Success,CID9475950,Mini,Pirangut,Magarpatta,240,128,,,No,,183,Cash,7,4.5,4.7
28-07-2026 14:13,02:13:27 PM,CNR7074264745,Driver not found,CID5419007,Prime Sedan,Magarpatta,Dhankawadi,,,,,,,,,,,
12-07-2026 05:02,05:02:32 AM,CNR5697967166,Driver not found,CID9619522,Mini,Kondhwa,Kothrud,,,,,,,,,,,
27-07-2026 03:10,03:10:36 AM,CNR2008172122,Canceled by Driver,CID5822000,Bike,Bhosari,Wanowrie,,,,More than permitted people in there,,,,,,,
02-07-2026 22:49,10:49:26 PM,CNR6397258045,Success,CID4216815,Mini,Viman Nagar,Wakad,232,66,,,No,,297,UPI,13,3.2,4.5
05-07-2026 01:12,01:12:46 AM,CNR9669063856,Success,CID3709486,Bike,Tathawade,Bibwewadi,301,103,,,No,,161,UPI,8,3.5,3.8
11-07-2026 03:04,03:04:20 AM,CNR7771865085,Success,CID2286457,eBike,Vadgaon Budruk,Bavdhan,210,37,,,No,,101,Cash,2,4.7,2
11-07-2026 09:57,09:57:14 AM,CNR1105098682,Driver not found,CID5107128,Auto,Aundh,Punawale,,,,,,,,,,,
26-07-2026 13:23,01:23:11 PM,CNR9127217182,Driver not found,CID1755961,Auto,Wakad,Yerawada,,,,,,,,,,,
01-07-2026 19:34,07:34:37 PM,CNR4552993319,Canceled by Driver,CID9285046,Mini,Fatima Nagar,Bibwewadi,,,,More than permitted people in there,,,,,,,
20-07-2026 01:13,01:13:27 AM,CNR2244983400,Success,CID1383504,Auto,Dhanori,Shivajinagar,244,85,,,No,,230,UPI,12,5,4.2
05-07-2026 02:36,02:36:05 AM,CNR3685978120,Success,CID8022924,Auto,Bavdhan,Narhe,172,100,,,No,,385,Cash,15,2,3.2
26-07-2026 07:35,07:35:36 AM,CNR8017778188,Canceled by Driver,CID6875548,Auto,Dhankawadi,Dhayari,,,,Personal & Car related issues,,,,,,,
24-07-2026 03:03,03:03:49 AM,CNR9499689159,Canceled by Driver,CID5607764,Auto,Bhosari,Baner,,,,Personal & Car related issues,,,,,,,
16-07-2026 09:26,09:26:03 AM,CNR8621603426,Driver not found,CID8678900,Mini,Kalyani Nagar,Kharadi,,,,,,,,,,,
07-07-2026 10:01,10:01:17 AM,CNR4851582772,Canceled by Driver,CID8071017,Auto,Kondhwa,Magarpatta,,,,The customer was coughing/sick,,,,,,,
20-07-2026 17:23,05:23:09 PM,CNR8849164536,Success,CID2874859,Prime Sedan,Yerawada,Hadapsar,246,71,,,No,,602,UPI,24,3,2
05-07-2026 04:21,04:21:10 AM,CNR5304686726,Driver not found,CID7780592,Mini,Vadgaon Budruk,Bhosari,,,,,,,,,,,
06-07-2026 17:55,05:55:32 PM,CNR5354366270,Success,CID9207917,Prime Plus,Pirangut,Vishrantwadi,201,142,,,Yes,Customer Demand,310,Cash,10,3.2,5
19-07-2026 19:19,07:19:48 PM,CNR3578772325,Success,CID3495245,Prime Plus,Dhanori,Chakan,72,93,,,No,,1166,Credit Card,30,4.8,5
31-07-2026 05:24,05:24:24 AM,CNR3069342659,Success,CID6021006,Auto,Sinhagad Road,Dighi,293,40,,,No,,259,UPI,10,2.5,3
28-07-2026 18:20,06:20:56 PM,CNR2067064770,Success,CID3028721,Mini,Punawale,Bibwewadi,161,75,,,No,,487,UPI,23,4.5,1
19-07-2026 00:19,12:19:05 AM,CNR4720342901,Success,CID7366518,Bike,Keshav Nagar,Pisoli,238,30,,,No,,155,Credit Card,8,4.2,2.5
17-07-2026 10:01,10:01:23 AM,CNR4661685849,Success,CID1510822,eBike,Lohegaon,Aundh,30,53,,,No,,123,UPI,4,3.8,3.8
31-07-2026 04:12,04:12:55 AM,CNR6561095325,Canceled by Customer,CID2215232,Mini,Moshi,Aundh,,,Driver is not moving towards pickup location,,,,,,,,
18-07-2026 23:10,11:10:06 PM,CNR3904716614,Success,CID3295067,Mini,Wanowrie,Mundhwa,263,47,,,Yes,Customer Demand,530,Credit Card,16,3.5,4.2
13-07-2026 23:36,11:36:53 PM,CNR2370780562,Canceled by Driver,CID5484575,Auto,Dhayari,Katraj,,,,Personal & Car related issues,,,,,,,
28-07-2026 13:42,01:42:50 PM,CNR9409261959,Canceled by Driver,CID1737711,Mini,Dhankawadi,Bhosari,,,,The customer was coughing/sick,,,,,,,
08-07-2026 00:21,12:21:54 AM,CNR9962500815,Success,CID3150938,Auto,Moshi,Pashan,245,63,,,No,,110,UPI,4,3,4.2
04-07-2026 09:00,09:00:10 AM,CNR3234068128,Canceled by Driver,CID5364344,Mini,Keshav Nagar,Nigdi,,,,Personal & Car related issues,,,,,,,
20-07-2026 00:20,12:20:48 AM,CNR2012378852,Driver not found,CID6524453,Mini,Sinhagad Road,Undri,,,,,,,,,,,
04-07-2026 11:58,11:58:06 AM,CNR8438979188,Success,CID4969198,Prime Plus,Yerawada,Keshav Nagar,190,40,,,No,,1535,UPI,35,4.7,3.5
12-07-2026 05:19,05:19:29 AM,CNR6356643948,Success,CID2914576,Auto,Lohegaon,Dhanori,262,138,,,Yes,Customer Demand,130,Cash,3,2.5,5
13-07-2026 02:12,02:12:20 AM,CNR4734440951,Success,CID5309659,Prime Plus,Aundh,Koregaon Park,234,82,,,No,,362,UPI,12,1,5
18-07-2026 16:08,04:08:43 PM,CNR2783870361,Success,CID4603688,Prime Plus,Ambegaon,Punawale,40,112,,,Yes,Vehicle Breakdown,1033,UPI,29,4.2,4.7
31-07-2026 14:41,02:41:38 PM,CNR8987991217,Success,CID9083190,Auto,Magarpatta,Sinhagad Road,222,116,,,No,,336,UPI,13,4.5,4.7
07-07-2026 17:24,05:24:01 PM,CNR1663813637,Success,CID1051116,Prime Plus,Hadapsar,Keshav Nagar,257,76,,,No,,856,Cash,31,4.7,5
12-07-2026 00:06,12:06:28 AM,CNR7277884493,Success,CID5441892,Mini,Pirangut,Narhe,130,125,,,No,,570,UPI,19,4.2,3.8
05-07-2026 21:56,09:56:18 PM,CNR6478854857,Driver not found,CID8665421,Bike,Wanowrie,Magarpatta,,,,,,,,,,,
19-07-2026 01:17,01:17:15 AM,CNR2278781822,Canceled by Customer,CID4752640,Auto,Warje,Dhankawadi,,,Wrong Address,,,,,,,,
24-07-2026 01:55,01:55:33 AM,CNR2243804267,Success,CID9524438,Bike,Magarpatta,Tathawade,31,34,,,No,,185,UPI,9,1,2.5
16-07-2026 14:25,02:25:53 PM,CNR3767052523,Success,CID9660649,Prime Sedan,Ravet,Undri,226,127,,,No,,280,UPI,10,3.2,2
09-07-2026 18:12,06:12:46 PM,CNR6617143961,Success,CID9593931,Prime Sedan,Koregaon Park,Dhayari,217,64,,,No,,786,Cash,32,4.8,4.7
19-07-2026 08:17,08:17:30 AM,CNR3813919739,Success,CID7064179,Prime Plus,Camp,Mundhwa,234,111,,,Yes,Customer Demand,1065,UPI,28,4.2,4.7
17-07-2026 12:37,12:37:26 PM,CNR3924711673,Success,CID2651612,Auto,Swargate,Chinchwad,134,51,,,No,,363,UPI,15,4.2,4.2
05-07-2026 11:47,11:47:57 AM,CNR5199845590,Success,CID7278989,Mini,Warje,Undri,108,126,,,No,,588,UPI,20,4.7,3.5
12-07-2026 23:17,11:17:55 PM,CNR7321936060,Success,CID8733009,Bike,Bibwewadi,Tathawade,86,131,,,No,,98,Cash,2,4.2,3
14-07-2026 22:07,10:07:52 PM,CNR2517991534,Success,CID7978678,Mini,Punawale,Magarpatta,121,69,,,No,,240,Credit Card,10,4,4.8
31-07-2026 23:58,11:58:07 PM,CNR8960514808,Canceled by Customer,CID6296668,Prime SUV,Fatima Nagar,Yerawada,,,AC is not working,,,,,,,,
26-07-2026 07:23,07:23:13 AM,CNR3268930073,Success,CID5923131,Bike,Wagholi,Dighi,223,64,,,No,,217,Cash,11,3,3
24-07-2026 19:10,07:10:32 PM,CNR2378510627,Success,CID5309842,Auto,Sinhagad Road,Akurdi,282,108,,,No,,268,Cash,9,2.5,2.5
27-07-2026 10:04,10:04:59 AM,CNR2089564895,Success,CID5400260,Prime Sedan,Shivajinagar,Pisoli,130,68,,,No,,740,UPI,30,3.8,4.5
24-07-2026 13:29,01:29:03 PM,CNR9231500383,Success,CID3484379,Mini,Undri,Karve Nagar,154,15,,,Yes,Other Issue,495,Credit Card,15,4.8,5
28-07-2026 02:49,02:49:22 AM,CNR9884374627,Success,CID3684188,Mini,Undri,Chakan,261,108,,,No,,449,Cash,21,4.8,4.5
03-07-2026 10:43,10:43:47 AM,CNR3645118524,Success,CID8267494,Prime Sedan,Punawale,Pashan,97,50,,,No,,544,Credit Card,16,4.2,4.7
14-07-2026 04:26,04:26:58 AM,CNR5072046178,Success,CID5849237,Mini,Wagholi,Bibwewadi,107,65,,,No,,335,UPI,15,4.5,2.5
24-07-2026 15:58,03:58:36 PM,CNR2176430018,Success,CID1120279,Auto,Bavdhan,Ambegaon,80,103,,,Yes,Vehicle Breakdown,179,Cash,6,4.2,3
19-07-2026 14:48,02:48:27 PM,CNR9807979339,Success,CID5539539,Bike,Wakad,Camp,256,68,,,No,,133,Credit Card,4,5,5
06-07-2026 11:58,11:58:59 AM,CNR5292555382,Success,CID9560374,Auto,Fatima Nagar,Chinchwad,219,32,,,No,,125,UPI,5,1,1
11-07-2026 16:38,04:38:36 PM,CNR5161640225,Success,CID8548744,Auto,Ravet,Kondhwa,163,57,,,No,,105,UPI,2,4,5
10-07-2026 17:45,05:45:02 PM,CNR6581757770,Success,CID7204602,Prime Sedan,Camp,Pashan,51,92,,,No,,1016,Cash,26,2.5,4.7
09-07-2026 09:31,09:31:10 AM,CNR6764524864,Canceled by Driver,CID5295014,Auto,Dighi,Akurdi,,,,Personal & Car related issues,,,,,,,
11-07-2026 02:04,02:04:54 AM,CNR8870912320,Canceled by Driver,CID4603207,Prime Sedan,Dhankawadi,Warje,,,,The customer was coughing/sick,,,,,,,
17-07-2026 22:25,10:25:15 PM,CNR4744049345,Success,CID4792023,Mini,Wagholi,Chinchwad,289,44,,,No,,502,UPI,14,2.5,5
26-07-2026 05:58,05:58:02 AM,CNR2213033758,Canceled by Driver,CID9704200,Prime Sedan,Kalyani Nagar,Nigdi,,,,Customer related issue,,,,,,,
24-07-2026 00:43,12:43:58 AM,CNR6488565496,Canceled by Driver,CID4536256,Prime Sedan,Wanowrie,Warje,,,,More than permitted people in there,,,,,,,
26-07-2026 01:12,01:12:14 AM,CNR7216273776,Canceled by Driver,CID4052881,Auto,Ambegaon,Keshav Nagar,,,,More than permitted people in there,,,,,,,
27-07-2026 12:00,12:00:44 PM,CNR6695305842,Success,CID1118937,Prime Sedan,Viman Nagar,Lohegaon,155,139,,,No,,510,UPI,20,2,4.8
13-07-2026 23:41,11:41:59 PM,CNR5132390735,Success,CID7206387,Bike,Dhanori,Narhe,286,111,,,No,,122,Cash,8,4.2,4.8
11-07-2026 18:16,06:16:27 PM,CNR2795076681,Success,CID6376995,Mini,Fatima Nagar,Chakan,160,84,,,No,,389,Cash,12,4.7,4.8
03-07-2026 11:28,11:28:10 AM,CNR3036800621,Driver not found,CID4202555,Auto,Tathawade,Wagholi,,,,,,,,,,,
29-07-2026 10:35,10:35:42 AM,CNR1772419286,Canceled by Driver,CID2223390,Prime Plus,Fatima Nagar,Kothrud,,,,The customer was coughing/sick,,,,,,,
03-07-2026 09:12,09:12:55 AM,CNR8858057141,Canceled by Driver,CID6397145,Prime Plus,Kondhwa,Ambegaon,,,,The customer was coughing/sick,,,,,,,
24-07-2026 22:52,10:52:22 PM,CNR7659923148,Canceled by Driver,CID4144086,Auto,Kondhwa,Pirangut,,,,Personal & Car related issues,,,,,,,
12-07-2026 16:37,04:37:14 PM,CNR2439561768,Success,CID3912003,Bike,Shivajinagar,Wagholi,205,100,,,No,,194,UPI,10,2.5,4
30-07-2026 17:09,05:09:52 PM,CNR4217399632,Success,CID8874946,Prime Plus,Bhosari,Undri,147,111,,,No,,830,Cash,30,4,3.5
13-07-2026 04:23,04:23:27 AM,CNR9789237637,Canceled by Driver,CID5750187,Mini,Fatima Nagar,Vadgaon Budruk,,,,Personal & Car related issues,,,,,,,
26-07-2026 05:57,05:57:39 AM,CNR6813578367,Success,CID5250106,Bike,Pirangut,Dighi,178,44,,,No,,106,UPI,2,4.7,4.8
10-07-2026 16:20,04:20:02 PM,CNR5488873059,Success,CID9243233,Mini,Chinchwad,Dhankawadi,75,21,,,No,,565,Cash,20,3.5,4.8
10-07-2026 22:42,10:42:45 PM,CNR7686851406,Driver not found,CID7997162,Prime Sedan,Ambegaon,Shivajinagar,,,,,,,,,,,
19-07-2026 22:36,10:36:42 PM,CNR6952606930,Success,CID7544295,Auto,Fatima Nagar,Baner,254,19,,,No,,123,Credit Card,2,3.8,3
31-07-2026 21:13,09:13:26 PM,CNR6822952107,Driver not found,CID6224997,Prime Plus,Pirangut,Bavdhan,,,,,,,,,,,
17-07-2026 16:26,04:26:55 PM,CNR6884664844,Success,CID1586320,Auto,Lohegaon,Chakan,124,97,,,No,,207,UPI,6,4.8,4.8
29-07-2026 17:41,05:41:49 PM,CNR1362658157,Success,CID9582814,Prime Plus,Magarpatta,Fatima Nagar,100,42,,,No,,440,Credit Card,15,3.5,3.8
25-07-2026 08:45,08:45:00 AM,CNR6923595184,Success,CID2178880,Auto,Sinhagad Road,Akurdi,212,142,,,No,,270,Credit Card,9,4.5,2.5
25-07-2026 19:08,07:08:59 PM,CNR1262117461,Success,CID9702151,Mini,Warje,Kothrud,169,107,,,No,,625,UPI,18,2,2.5
14-07-2026 21:39,09:39:50 PM,CNR2867785672,Success,CID1594056,Bike,Nigdi,Shivajinagar,288,146,,,No,,149,UPI,11,4.7,4.7
12-07-2026 02:25,02:25:14 AM,CNR9650580101,Success,CID7841350,Prime SUV,Mundhwa,Wagholi,96,75,,,No,,2009,Debit Card,46,5,2.5
06-07-2026 21:16,09:16:47 PM,CNR6660978967,Success,CID8380915,Prime Sedan,Sinhagad Road,Moshi,223,133,,,No,,510,UPI,20,4,3
31-07-2026 18:50,06:50:40 PM,CNR7678388104,Canceled by Driver,CID9799431,Prime SUV,Yerawada,Pisoli,,,,Personal & Car related issues,,,,,,,
30-07-2026 23:25,11:25:09 PM,CNR7047999490,Success,CID7432120,Mini,Vishrantwadi,Bhosari,176,43,,,No,,373,UPI,17,4,3
24-07-2026 21:33,09:33:03 PM,CNR9500067153,Canceled by Driver,CID7341399,Auto,Yerawada,Narhe,,,,The customer was coughing/sick,,,,,,,
10-07-2026 01:37,01:37:48 AM,CNR2618403917,Driver not found,CID5169900,Prime SUV,Chinchwad,Pimpri,,,,,,,,,,,
08-07-2026 15:52,03:52:20 PM,CNR8200701536,Success,CID4868721,Mini,Mundhwa,Hinjawadi,25,95,,,No,,354,UPI,16,3.2,3
31-07-2026 02:13,02:13:07 AM,CNR8006291908,Success,CID8258247,Mini,Camp,Kondhwa,172,124,,,No,,626,UPI,22,4.7,3.5
03-07-2026 16:25,04:25:38 PM,CNR1116010696,Success,CID3071232,Auto,Bibwewadi,Akurdi,152,21,,,No,,175,UPI,5,4.2,3
26-07-2026 20:43,08:43:52 PM,CNR3525287493,Success,CID3867517,Auto,Vishrantwadi,Tathawade,173,123,,,No,,110,UPI,2,4,5
11-07-2026 00:49,12:49:29 AM,CNR5239144439,Canceled by Driver,CID3083347,Auto,Shivajinagar,Akurdi,,,,Personal & Car related issues,,,,,,,
13-07-2026 10:50,10:50:16 AM,CNR1778389739,Canceled by Customer,CID2305757,Prime SUV,Dighi,Warje,,,Change of plans,,,,,,,,
26-07-2026 13:14,01:14:26 PM,CNR1279865194,Driver not found,CID1041365,Mini,Katraj,Wakad,,,,,,,,,,,
04-07-2026 23:38,11:38:17 PM,CNR1902635142,Success,CID7349508,Auto,Kothrud,Undri,212,113,,,No,,128,Cash,2,4.5,3
11-07-2026 05:26,05:26:23 AM,CNR2209794479,Success,CID4266760,Auto,Aundh,Ravet,257,137,,,No,,241,UPI,9,5,1
30-07-2026 21:10,09:10:50 PM,CNR2767002601,Success,CID4268298,Prime Sedan,Kondhwa,Wanowrie,142,122,,,No,,717,UPI,29,2.5,1
22-07-2026 15:47,03:47:39 PM,CNR2192713897,Canceled by Driver,CID8285768,Prime Sedan,Dhankawadi,Swargate,,,,The customer was coughing/sick,,,,,,,
24-07-2026 07:07,07:07:28 AM,CNR7711308275,Driver not found,CID1195663,eBike,Lohegaon,Koregaon Park,,,,,,,,,,,
24-07-2026 08:12,08:12:26 AM,CNR6351917877,Canceled by Driver,CID2220145,Mini,Bibwewadi,Dhanori,,,,More than permitted people in there,,,,,,,
03-07-2026 13:20,01:20:39 PM,CNR2190309054,Driver not found,CID2284240,Prime Plus,Aundh,Keshav Nagar,,,,,,,,,,,
07-07-2026 03:01,03:01:34 AM,CNR8069828952,Driver not found,CID5561524,Bike,Kalyani Nagar,Dhayari,,,,,,,,,,,
16-07-2026 14:10,02:10:28 PM,CNR1409062739,Success,CID2709838,Prime Plus,Yerawada,Magarpatta,244,71,,,No,,700,Cash,25,3.2,4
12-07-2026 09:45,09:45:59 AM,CNR2638212722,Success,CID7045865,Prime Sedan,Ambegaon,Undri,46,133,,,No,,833,UPI,23,3.8,1
13-07-2026 20:13,08:13:19 PM,CNR5092032726,Driver not found,CID2238815,Mini,Dhayari,Baner,,,,,,,,,,,
25-07-2026 14:25,02:25:00 PM,CNR5251808891,Canceled by Driver,CID1098527,Prime SUV,Punawale,Bhosari,,,,The customer was coughing/sick,,,,,,,
01-07-2026 02:53,02:53:26 AM,CNR7574398962,Canceled by Driver,CID1208927,Prime Sedan,Chinchwad,Wanowrie,,,,Personal & Car related issues,,,,,,,
21-07-2026 20:22,08:22:19 PM,CNR6530112269,Success,CID8710399,Bike,Shivajinagar,Hadapsar,61,97,,,No,,122,UPI,8,4,3.2
01-07-2026 01:51,01:51:44 AM,CNR4087247463,Success,CID5411285,Prime Sedan,Chinchwad,Fatima Nagar,68,116,,,No,,234,UPI,8,1,2
03-07-2026 09:50,09:50:21 AM,CNR8104237082,Success,CID9306885,Mini,Ambegaon,Chinchwad,60,20,,,No,,504,UPI,15,4.7,5
12-07-2026 07:22,07:22:46 AM,CNR3940380688,Success,CID5266519,Mini,Ambegaon,Aundh,44,37,,,No,,328,UPI,10,4.2,4
26-07-2026 22:01,10:01:12 PM,CNR2537129877,Success,CID1010007,Auto,Akurdi,Bhosari,161,122,,,Yes,Customer Demand,384,UPI,16,2,2.5
05-07-2026 16:37,04:37:11 PM,CNR8926911269,Success,CID3245047,Auto,Kothrud,Vadgaon Budruk,281,102,,,No,,302,Cash,12,3.5,3.5
18-07-2026 12:11,12:11:35 PM,CNR8995936871,Driver not found,CID8143934,Mini,Pimpri,Sinhagad Road,,,,,,,,,,,
21-07-2026 21:20,09:20:09 PM,CNR9517891402,Success,CID7091266,Prime SUV,Dhayari,Pisoli,273,120,,,No,,1010,UPI,30,5,1
08-07-2026 02:32,02:32:36 AM,CNR2852698696,Canceled by Driver,CID3502494,Mini,Koregaon Park,Aundh,,,,More than permitted people in there,,,,,,,
17-07-2026 11:11,11:11:04 AM,CNR9947829882,Success,CID3230327,Mini,Dhanori,Keshav Nagar,308,97,,,No,,686,Cash,23,4.8,4.5
28-07-2026 16:19,04:19:18 PM,CNR2690884728,Success,CID2547233,Auto,Dhanori,Aundh,148,76,,,No,,185,UPI,9,3.5,3.8
17-07-2026 08:16,08:16:00 AM,CNR9384505131,Success,CID2048674,Mini,Dighi,Moshi,171,112,,,No,,711,Credit Card,23,4.5,5
05-07-2026 00:05,12:05:36 AM,CNR9103342468,Success,CID1325090,Bike,Pisoli,Swargate,139,98,,,No,,128,Cash,5,4.7,4.5
19-07-2026 05:21,05:21:51 AM,CNR5585723299,Success,CID1101514,Prime Sedan,Yerawada,Kharadi,39,134,,,No,,615,UPI,18,4,2
19-07-2026 08:17,08:17:25 AM,CNR5909878337,Success,CID7045206,Mini,Narhe,Bhosari,43,109,,,No,,581,UPI,17,2,4.8
02-07-2026 00:54,12:54:20 AM,CNR3131796126,Success,CID1399295,Auto,Koregaon Park,Undri,162,127,,,No,,260,UPI,14,1,2
04-07-2026 15:13,03:13:32 PM,CNR7827618040,Canceled by Driver,CID3283844,Auto,Akurdi,Kharadi,,,,Customer related issue,,,,,,,
05-07-2026 02:49,02:49:06 AM,CNR6310943716,Success,CID9412878,Auto,Hadapsar,Hinjawadi,194,72,,,No,,205,Cash,7,3,4
05-07-2026 01:28,01:28:58 AM,CNR8554199498,Driver not found,CID8997527,Prime Sedan,Mundhwa,Shivajinagar,,,,,,,,,,,
09-07-2026 01:22,01:22:31 AM,CNR3231673505,Driver not found,CID8876163,eBike,Bibwewadi,Moshi,,,,,,,,,,,
14-07-2026 17:08,05:08:06 PM,CNR6843783505,Success,CID1170839,Auto,Bhosari,Bibwewadi,237,20,,,No,,290,UPI,16,3,4.8
12-07-2026 13:09,01:09:02 PM,CNR3301644906,Canceled by Driver,CID2876518,Mini,Dhayari,Kothrud,,,,More than permitted people in there,,,,,,,
28-07-2026 09:20,09:20:41 AM,CNR6244182085,Success,CID9724677,Prime Sedan,Mundhwa,Katraj,215,39,,,No,,280,Cash,10,2.5,3.2
19-07-2026 09:36,09:36:58 AM,CNR2648845026,Success,CID8282350,Prime Sedan,Kalyani Nagar,Bibwewadi,54,108,,,No,,1211,UPI,32,3.2,2.5
27-07-2026 11:55,11:55:40 AM,CNR4267601822,Success,CID3922698,Auto,Keshav Nagar,Swargate,31,96,,,No,,125,UPI,5,4.8,4.2
17-07-2026 02:27,02:27:26 AM,CNR1456615593,Canceled by Driver,CID7407486,Auto,Bibwewadi,Mundhwa,,,,Personal & Car related issues,,,,,,,
04-07-2026 00:51,12:51:19 AM,CNR1856120818,Success,CID5086137,Prime Plus,Camp,Akurdi,27,92,,,No,,514,UPI,13,3.5,3.5
15-07-2026 01:04,01:04:35 AM,CNR8030932115,Canceled by Customer,CID4201421,Prime SUV,Bhosari,Baner,,,AC is not working,,,,,,,,
26-07-2026 06:19,06:19:33 AM,CNR9979524728,Canceled by Driver,CID8024288,Mini,Narhe,Bhosari,,,,Customer related issue,,,,,,,
06-07-2026 23:41,11:41:26 PM,CNR6906968643,Success,CID9761728,Auto,Narhe,Wakad,85,19,,,No,,260,UPI,14,3.8,2
04-07-2026 23:49,11:49:13 PM,CNR9865630164,Canceled by Customer,CID2585669,Bike,Pashan,Vishrantwadi,,,Driver asked to cancel,,,,,,,,
11-07-2026 09:23,09:23:35 AM,CNR4290650281,Driver not found,CID3300717,Auto,Hadapsar,Ravet,,,,,,,,,,,
12-07-2026 15:16,03:16:36 PM,CNR7721214420,Success,CID1602625,Auto,Koregaon Park,Moshi,274,130,,,No,,331,Debit Card,11,3.8,3.5
10-07-2026 17:09,05:09:22 PM,CNR5173374117,Success,CID8907767,Mini,Undri,Hadapsar,107,29,,,No,,369,Cash,11,5,5
05-07-2026 07:52,07:52:12 AM,CNR6925317556,Canceled by Driver,CID7756088,Prime Plus,Vishrantwadi,Shivajinagar,,,,Personal & Car related issues,,,,,,,
09-07-2026 04:33,04:33:33 AM,CNR2542162288,Driver not found,CID4907309,Mini,Sinhagad Road,Ambegaon,,,,,,,,,,,
22-07-2026 09:39,09:39:06 AM,CNR3328673001,Canceled by Driver,CID1351216,Mini,Katraj,Pimpri,,,,Customer related issue,,,,,,,
12-07-2026 16:29,04:29:03 PM,CNR6514384310,Success,CID4830743,eBike,Moshi,Undri,218,75,,,No,,114,UPI,3,4.2,2
20-07-2026 17:48,05:48:28 PM,CNR1577568823,Success,CID6450219,Mini,Hadapsar,Pashan,80,139,,,No,,221,Cash,9,2.5,4.8
17-07-2026 01:22,01:22:23 AM,CNR7414209456,Success,CID2712482,Prime Plus,Bhosari,Pashan,255,103,,,No,,1358,Cash,34,3.8,2.5
18-07-2026 00:10,12:10:00 AM,CNR3498719945,Success,CID6410377,Auto,Pirangut,Wagholi,29,45,,,No,,331,UPI,13,4.5,3.8
09-07-2026 01:14,01:14:01 AM,CNR2822909169,Success,CID8827841,Auto,Shivajinagar,Undri,143,108,,,No,,230,UPI,12,4.8,1
17-07-2026 12:03,12:03:33 PM,CNR2437845222,Driver not found,CID6806703,Prime Sedan,Chakan,Narhe,,,,,,,,,,,
01-07-2026 09:16,09:16:04 AM,CNR3608712694,Success,CID6749737,Prime Sedan,Warje,Camp,172,41,,,No,,740,Debit Card,30,3,3.5
13-07-2026 03:56,03:56:10 AM,CNR5415499313,Success,CID2438944,Prime Plus,Wakad,Kharadi,207,23,,,Yes,Vehicle Breakdown,362,Credit Card,12,4.8,3
18-07-2026 22:34,10:34:13 PM,CNR4565552348,Canceled by Customer,CID2835346,Auto,Ambegaon,Karve Nagar,,,Driver is not moving towards pickup location,,,,,,,,
06-07-2026 05:14,05:14:50 AM,CNR1743696224,Success,CID6447577,Mini,Pirangut,Chinchwad,293,65,,,No,,221,UPI,9,4.5,5
09-07-2026 21:57,09:57:03 PM,CNR5198036461,Canceled by Driver,CID7219538,Bike,Narhe,Akurdi,,,,Customer related issue,,,,,,,
07-07-2026 13:33,01:33:34 PM,CNR2431395092,Success,CID6880002,Bike,Pashan,Pirangut,193,48,,,No,,95,Credit Card,5,4.8,4.5
03-07-2026 23:01,11:01:16 PM,CNR1624997451,Canceled by Driver,CID3578009,Mini,Ravet,Hinjawadi,,,,Personal & Car related issues,,,,,,,
11-07-2026 13:35,01:35:20 PM,CNR9589136660,Success,CID8007723,Prime Sedan,Fatima Nagar,Lohegaon,238,115,,,No,,538,Cash,15,4.7,2
31-07-2026 15:40,03:40:36 PM,CNR4730659924,Driver not found,CID6240409,Prime Sedan,Vishrantwadi,Wakad,,,,,,,,,,,
11-07-2026 17:58,05:58:41 PM,CNR4202253079,Driver not found,CID7298146,Mini,Camp,Karve Nagar,,,,,,,,,,,
15-07-2026 03:00,03:00:04 AM,CNR2439244682,Success,CID2806537,Auto,Magarpatta,Vishrantwadi,297,40,,,No,,125,UPI,5,4,4.2
20-07-2026 15:30,03:30:21 PM,CNR5197027575,Success,CID3258758,Auto,Pimpri,Ambegaon,93,31,,,No,,80,UPI,2,3.8,3.2
20-07-2026 17:45,05:45:45 PM,CNR2355453476,Success,CID6525094,Prime SUV,Chinchwad,Vishrantwadi,118,33,,,No,,690,Debit Card,20,3.8,3.8
30-07-2026 16:37,04:37:21 PM,CNR8616495442,Canceled by Driver,CID6613703,Mini,Keshav Nagar,Undri,,,,More than permitted people in there,,,,,,,
26-07-2026 07:57,07:57:33 AM,CNR3736531238,Success,CID5358375,Prime Sedan,Dighi,Dhankawadi,290,23,,,No,,686,UPI,19,1,1
25-07-2026 15:14,03:14:03 PM,CNR5152178640,Success,CID7099931,Mini,Bhosari,Dhankawadi,214,100,,,No,,200,Cash,5,4,5
30-07-2026 14:55,02:55:52 PM,CNR9626659610,Success,CID4938652,Auto,Wanowrie,Wakad,78,27,,,No,,290,UPI,16,4,3.8
08-07-2026 22:39,10:39:10 PM,CNR5407194942,Success,CID5280326,Prime SUV,Vishrantwadi,Viman Nagar,180,52,,,No,,626,Cash,18,3.5,4.5
19-07-2026 01:38,01:38:56 AM,CNR7578002630,Success,CID1393993,Prime Sedan,Chinchwad,Yerawada,230,124,,,No,,892,UPI,26,2,3.2
27-07-2026 08:26,08:26:19 AM,CNR7685044578,Success,CID8014506,Prime Plus,Magarpatta,Chakan,249,73,,,No,,726,UPI,26,4.8,1
